image_path,ssi_path,label,split
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB1/segment_062.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB1/segment_062_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB1/segment_063.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB1/segment_063_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB1/segment_064.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB1/segment_064_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB1/segment_066.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB1/segment_066_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB1/segment_067.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB1/segment_067_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB1/segment_068.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB1/segment_068_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB1/segment_070.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB1/segment_070_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_000.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_000_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_001.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_001_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_002.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_002_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_004.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_004_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_005.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_005_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_006.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_006_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_007.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_007_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_008.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_008_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_010.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_010_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_011.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_011_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_012.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_012_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_013.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_013_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_015.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_015_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_016.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_016_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_018.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_018_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_019.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_019_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_022.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_022_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_023.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_023_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_025.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_025_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_027.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_027_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_028.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_028_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_030.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_030_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_032.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_032_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_033.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_033_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_036.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_036_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_037.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_037_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_038.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_038_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_039.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_039_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_041.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_041_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_042.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_042_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_046.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_046_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_048.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_048_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_050.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_050_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_051.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_051_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_053.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_053_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_054.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_054_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_055.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_055_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_056.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_056_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_057.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_057_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_058.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_058_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_060.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_060_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_061.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_061_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_062.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_062_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_064.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_064_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_065.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_065_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_066.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_066_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_067.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_067_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_068.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_068_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_069.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_069_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB2/segment_070.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB2/segment_070_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_001.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_001_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_002.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_002_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_003.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_003_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_004.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_004_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_005.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_005_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_006.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_006_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_007.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_007_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_008.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_008_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_011.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_011_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_014.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_014_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_015.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_015_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_016.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_016_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_017.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_017_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_018.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_018_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_021.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_021_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_024.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_024_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_025.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_025_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_026.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_026_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_027.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_027_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_028.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_028_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_029.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_029_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_030.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_030_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_031.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_031_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_035.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_035_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_036.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_036_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_037.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_037_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_039.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_039_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_041.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_041_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_042.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_042_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_043.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_043_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_044.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_044_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_045.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_045_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_046.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_046_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_047.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_047_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_049.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_049_weighted.npy,HS,train
/content/drive/MyDrive/CWT_images/train/HS/HS_WN_01/SW_FB3/segment_050.png,/content/drive/MyDrive/SSI_vectors/train/HS/HS_WN_01/SW_FB3/segment_050_weighted.npy,HS,train
